index,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,category,TasterName,TastingDate,Country,Price,QuantitySold,ProduceDate,Sequence Tasting
5136,6.2,0.27,0.47,1.2,0.146,28,105,0.99224,3.23,0.51,10.1,5,white,David,7/21/2021,Spain,41.26,84,2/16/2001,870
5141,6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6,white,David,2/9/2022,Italy,82.33,81,6/28/2002,871
5146,7.3,0.2,0.29,19.9,0.039,69,237,1.00037,3.1,0.48,9.2,6,white,David,12/10/2021,USA,90.31,25,11/4/2016,872
5147,6.2,0.47,0.19,8.3,0.029,24,142,0.992,3.22,0.45,12.3,6,white,David,7/28/2021,Italy,64.77,41,1/30/2015,873
5148,6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6,white,David,11/12/2020,Australia,98.21,15,9/19/2000,874
5155,4.8,0.21,0.21,10.2,0.037,17,112,0.99324,3.66,0.48,12.2,7,white,David,1/19/2021,Australia,63.18,53,1/15/2005,875
5159,6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6,white,David,10/2/2020,Australia,76.87,76,10/31/2010,876
5160,7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9,5,white,David,5/14/2020,France,65.86,1,4/25/2017,877
5169,6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6,white,David,2/6/2022,Australia,56.34,36,10/28/2006,878
5172,7.8,0.31,0.4,1.6,0.027,20,87,0.9911,3.15,0.48,11.9,6,white,David,9/24/2022,USA,16.77,78,11/13/2007,879
5175,7.4,0.28,0.36,14.6,0.048,35,161,0.9968,3.14,0.56,10.6,5,white,David,9/20/2020,Italy,79.29,89,2/2/2012,880
5177,6.7,0.22,0.22,1.2,0.038,5,124,0.99098,3.1,0.37,11.2,4,white,David,10/30/2022,Spain,13.46,84,6/15/2014,881
5207,7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,white,David,8/9/2021,Australia,20.89,77,9/19/2000,882
5209,6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,5,white,David,12/17/2020,France,60.15,22,7/14/2004,883
5210,6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6,white,David,1/2/2021,USA,47.39,9,4/27/2010,884
5220,7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,7,white,David,8/15/2022,Spain,13.83,1,8/6/2014,885
5221,7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6,white,David,12/8/2022,Spain,52.18,23,10/19/2000,886
5226,6.4,0.37,0.2,5.6,0.117,61,183,0.99459,3.24,0.43,9.5,5,white,David,11/11/2020,Italy,49.15,39,9/18/2005,887
5229,6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,white,David,2/11/2021,Australia,39.28,12,10/2/2007,888
5230,6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,white,David,10/31/2021,France,22.44,17,7/12/2007,889
5255,7.1,0.28,0.28,8.5,0.03,25,191,0.99338,3.16,0.46,12.2,7,white,David,10/17/2022,Spain,50.59,16,1/22/2004,890
5261,6.1,0.6,0.12,1.8,0.05,11,76,0.99268,3.42,0.48,10.4,4,white,David,10/6/2022,France,63.85,51,1/20/2016,891
5272,5.4,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7,white,David,8/17/2022,Italy,55.95,15,7/22/2004,892
5277,7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5,white,David,5/23/2022,Australia,32.89,78,5/29/2018,893
5282,6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,white,David,6/9/2021,Australia,84.02,32,8/1/2000,894
5285,7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5,white,David,10/23/2021,USA,43.14,63,11/9/2013,895
5289,5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,7,white,David,3/7/2022,Spain,89.32,90,8/4/2016,896
5292,6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7,white,David,1/23/2020,Argentina,11.04,13,10/19/2006,897
5296,6.8,0.15,0.41,12.9,0.044,79.5,182,0.99742,3.24,0.78,10.2,6,white,David,5/16/2022,Argentina,24.8,89,5/14/2016,898
5297,6.3,0.22,0.34,1.2,0.036,32,96,0.98961,3.06,0.74,11.6,6,white,David,5/21/2021,France,72.97,5,4/3/2015,899
5307,7.7,0.35,0.46,11.8,0.088,61,183,0.99786,2.86,0.47,9,5,white,David,1/18/2021,France,74.45,53,5/23/2007,900
5308,6.7,0.31,0.09,1.4,0.039,53,141,0.99206,3.12,0.44,10.1,5,white,David,8/16/2022,France,96.37,19,2/4/2017,901
5313,8.5,0.18,0.3,1.1,0.028,34,95,0.99272,2.83,0.36,10,4,white,David,1/3/2021,France,45.09,64,1/8/2001,902
5314,6.5,0.35,0.38,7.4,0.036,20,196,0.99712,3.47,0.48,9.1,6,white,David,4/7/2022,Australia,52.54,8,2/16/2018,903
5317,6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,5,white,David,1/22/2022,Italy,89.74,24,6/3/2011,904
5330,7,0.34,0.26,10.3,0.041,51,166,0.99382,3.08,0.35,11.6,6,white,David,1/18/2020,Spain,65.56,98,4/12/2006,905
5334,6.1,0.22,0.46,1.8,0.16,34,74,0.9884,3.19,0.33,13.4,6,white,David,1/19/2020,Spain,28.75,23,12/18/2008,906
5341,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,white,David,5/6/2020,France,22.3,77,4/13/2013,907
5350,5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5,white,David,6/4/2021,Italy,93.71,68,6/29/2002,908
5360,6.1,0.17,0.28,2.5,0.028,22,98,0.99072,3.16,0.37,11.1,7,white,David,9/7/2021,France,53.91,48,12/14/2010,909
5363,5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8,white,David,11/2/2020,France,41,34,6/20/2001,910
5366,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,white,David,3/2/2022,France,44.06,82,7/14/2011,911
5368,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,white,David,12/17/2022,France,36.72,56,1/25/2011,912
5372,5,0.61,0.12,1.3,0.009,65,100,0.9874,3.26,0.37,13.5,5,white,David,2/29/2020,USA,62.64,81,2/20/2001,913
5374,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6,white,David,7/17/2022,Italy,23.45,28,6/14/2014,914
5378,6.5,0.32,0.45,7.7,0.022,31,97,0.99134,3.2,0.7,12.7,7,white,David,1/7/2022,Spain,98.37,18,3/11/2000,915
5379,6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5,white,David,2/4/2020,Australia,13.3,97,3/9/2015,916
5381,7.6,0.27,0.3,9.2,0.018,23,96,0.9938,3.08,0.29,11,6,white,David,12/20/2020,France,59.04,19,10/6/2013,917
5389,6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,5,white,David,11/25/2020,Australia,31.38,23,7/25/2015,918
5393,5.5,0.24,0.45,1.7,0.046,22,113,0.99224,3.22,0.48,10,5,white,David,9/24/2022,Argentina,67.34,90,5/12/2016,919
5406,6.8,0.21,0.62,6.4,0.041,7,113,0.99358,2.96,0.59,10.2,5,white,David,9/29/2020,Australia,72.96,85,8/26/2016,920
5415,6.8,0.41,0.3,8.8,0.045,28,131,0.9953,3.12,0.59,9.9,5,white,David,9/2/2021,Spain,59.52,79,9/8/2013,921
5418,5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6,white,David,8/7/2022,USA,14.15,60,1/16/2014,922
5422,6.7,0.26,0.49,8.1,0.052,48,197,0.99558,3.19,0.48,9.5,5,white,David,11/25/2021,USA,72.86,6,7/10/2012,923
5424,6.7,0.46,0.21,4,0.034,12,88,0.99016,3.26,0.54,13,6,white,David,5/7/2021,Argentina,10.54,15,3/26/2017,924
5431,6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,5,white,David,6/7/2020,Italy,93.48,20,2/10/2017,925
5434,6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5,white,David,2/12/2020,Spain,12.43,96,7/24/2012,926
5436,8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6,white,David,7/15/2021,Italy,23.15,29,2/7/2015,927
5444,6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5,white,David,9/27/2022,Argentina,85.31,94,5/9/2005,928
5450,5.9,0.17,0.29,3.1,0.03,32,123,0.98913,3.41,0.33,13.7,7,white,David,9/25/2021,Spain,63.31,4,1/10/2008,929
5452,6.6,0.32,0.26,4.6,0.031,26,120,0.99198,3.4,0.73,12.5,7,white,David,9/23/2022,Argentina,97.63,88,10/26/2001,930
5464,6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1,6,white,David,8/15/2020,Italy,24.92,55,12/25/2010,931
5473,6.7,0.26,0.51,8,0.062,50,194,0.99545,3.13,0.5,9.6,5,white,David,6/11/2020,Australia,64.22,77,10/18/2012,932
5490,7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5,white,David,10/15/2021,Spain,72.57,75,10/17/2003,933
5491,6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,5,white,David,2/1/2022,Australia,73.25,34,9/26/2000,934
5512,7.2,0.25,0.32,1.5,0.054,24,105,0.99154,3.17,0.48,11.1,6,white,David,4/6/2022,USA,10.43,57,12/8/2003,935
5519,7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2,6,white,David,10/22/2020,Argentina,62.2,14,10/29/2017,936
5520,7.3,0.36,0.34,14.8,0.057,46,173,0.99751,3.14,0.57,10.2,5,white,David,12/8/2021,Australia,51.14,64,11/8/2016,937
5532,8.7,0.31,0.21,5.6,0.039,28,67,0.99328,2.96,0.52,11,4,white,David,11/13/2020,France,55.01,11,8/28/2013,938
5538,6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6,white,David,10/24/2022,Argentina,19.41,45,5/9/2014,939
5539,6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,5,white,David,6/3/2021,Spain,76.17,55,6/28/2003,940
5547,5.7,0.14,0.3,5.4,0.045,26,105,0.99469,3.32,0.45,9.3,5,white,David,7/10/2022,Spain,29.8,29,2/16/2014,941
5548,6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,5,white,David,8/4/2020,Italy,77.56,71,6/2/2010,942
5558,5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6,white,David,9/4/2021,France,57.71,65,10/3/2015,943
5559,6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,6,white,David,1/19/2021,Australia,62.69,5,3/10/2012,944
5565,5.4,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6,white,David,11/16/2020,USA,25.93,29,11/18/2006,945
5590,6.9,0.2,0.41,1.1,0.06,36,104,0.99317,2.99,0.39,9.2,5,white,David,7/19/2020,Spain,96.16,24,4/2/2013,946
5593,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7,white,David,1/22/2021,Australia,95.06,34,10/8/2006,947
5597,6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,white,David,11/20/2020,Australia,94.72,64,12/13/2000,948
5604,6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6,white,David,10/2/2021,Italy,23.84,64,3/2/2008,949
5621,7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5,white,David,4/8/2020,Spain,90.79,58,5/17/2015,950
5624,6.2,0.32,0.45,2.9,0.029,37,94,0.98998,3.25,0.6,12.4,6,white,David,9/4/2020,USA,10.1,23,6/4/2005,951
5627,5.9,0.25,0.27,1.5,0.029,37,81,0.9892,3.2,0.46,12.2,6,white,David,11/11/2020,USA,45.56,35,8/7/2016,952
5636,7.3,0.34,0.22,1.4,0.044,43,176,0.99286,3.14,0.46,9.9,5,white,David,1/12/2022,Italy,36.88,61,1/29/2018,953
5644,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,white,David,12/18/2022,Australia,80.19,23,1/17/2008,954
5647,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,white,David,5/23/2020,Spain,72,77,4/22/2003,955
5653,7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,7,white,David,4/22/2021,Italy,69.68,78,10/8/2012,956
5656,6.6,0.17,0.36,1.9,0.036,38,110,0.99056,3.05,0.54,11.4,6,white,David,5/31/2021,Australia,93.65,66,8/19/2006,957
5670,7.6,0.26,0.32,1.3,0.048,23,76,0.9903,2.96,0.46,12,6,white,David,2/23/2022,Italy,12.49,12,5/22/2002,958
5695,8,0.25,0.35,1.1,0.054,13,136,0.99366,3.08,0.55,9.5,5,white,David,2/19/2021,USA,79.71,19,10/2/2001,959
5702,5.7,0.31,0.28,4.1,0.03,22,86,0.99062,3.31,0.38,11.7,7,white,David,8/1/2022,France,83.59,63,11/14/2008,960
5708,5,0.255,0.22,2.7,0.043,46,153,0.99238,3.75,0.76,11.3,6,white,David,5/28/2021,Argentina,66.88,74,12/31/2013,961
5713,7.5,0.21,0.29,1.5,0.046,35,107,0.99123,3.15,0.45,11.3,6,white,David,7/21/2021,France,64.6,7,12/5/2018,962
5722,6.6,0.44,0.32,3,0.095,13,75,0.98954,3.1,0.63,12.8,6,white,David,9/11/2020,Argentina,47.28,48,4/23/2004,963
5738,6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,7,white,David,10/8/2022,Australia,21.68,9,4/11/2012,964
5741,5.9,0.27,0.27,9,0.051,43,136,0.9941,3.25,0.53,10.7,6,white,David,7/20/2022,Italy,97.33,17,10/8/2010,965
5748,5.8,0.24,0.28,1.4,0.038,40,76,0.98711,3.1,0.29,13.9,7,white,David,9/11/2022,Argentina,16.76,22,3/16/2014,966
5753,6.2,0.32,0.5,6.5,0.048,61,186,0.9948,3.19,0.45,9.6,5,white,David,1/6/2020,Spain,29.39,17,11/13/2003,967
5760,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,white,David,7/26/2020,Spain,19.7,2,7/2/2015,968
5764,6.6,0.22,0.35,1.4,0.05,23,83,0.99019,3.17,0.48,12,7,white,David,8/2/2020,Argentina,29.69,90,7/28/2013,969
5771,6.8,0.34,0.27,5.2,0.06,14,169,0.99252,3.27,0.57,11.6,6,white,David,11/17/2022,Australia,86.87,81,5/20/2015,970
5773,6.3,0.24,0.22,11.9,0.05,65,179,0.99659,3.06,0.58,9.3,6,white,David,5/2/2021,Italy,72.71,73,8/8/2016,971
5774,6.9,0.35,0.39,2.4,0.048,25,157,0.99133,3.2,0.54,11.1,7,white,David,12/23/2021,France,51.41,26,4/3/2017,972
5777,5.8,0.19,0.33,4.2,0.038,49,133,0.99107,3.16,0.42,11.3,7,white,David,6/8/2021,Australia,53.22,97,11/24/2001,973
5783,6.4,0.33,0.28,4,0.04,24,81,0.9903,3.26,0.64,12.6,7,white,David,5/11/2021,USA,31.41,35,1/15/2010,974
5786,5.9,0.24,0.34,2,0.037,40,108,0.98948,3.19,0.5,12.3,6,white,David,1/19/2022,France,91.88,96,12/16/2016,975
5794,7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4,8,white,David,5/1/2021,Argentina,55.51,30,5/9/2006,976
5826,5.2,0.2,0.27,3.2,0.047,16,93,0.99235,3.44,0.53,10.1,7,white,David,10/3/2022,Argentina,91.86,37,2/27/2017,977
5831,6.6,0.39,0.28,9.2,0.036,10,92,0.99206,3.07,0.35,12.1,6,white,David,1/2/2020,Spain,70.66,99,6/30/2010,978
5835,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5,white,David,4/7/2022,Italy,16.5,4,9/15/2001,979
5852,5.3,0.47,0.1,1.3,0.036,11,74,0.99082,3.48,0.54,11.2,4,white,David,12/31/2022,Argentina,68.23,17,11/11/2016,980
5853,7.5,0.29,0.24,9.9,0.058,25,115,0.99567,3.15,0.46,10.9,5,white,David,10/18/2020,Argentina,61.08,49,12/2/2017,981
5874,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,white,David,12/25/2021,Italy,97.79,49,9/19/2009,982
5878,6.2,0.24,0.27,16.8,0.04,48,129,0.99691,3.23,0.38,10.5,6,white,David,2/12/2021,USA,42.06,1,11/11/2015,983
5879,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,white,David,3/17/2022,Australia,44.19,89,2/14/2010,984
5888,6.6,0.26,0.27,11.8,0.048,28,112,0.99606,2.87,0.49,9.7,6,white,David,5/5/2020,Italy,69.36,43,3/18/2011,985
5902,6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6,white,David,1/22/2020,Spain,96.19,5,4/26/2008,986
5904,5.9,0.25,0.24,7.4,0.044,21,113,0.99462,3.38,0.58,10.5,6,white,David,2/24/2021,USA,94.49,37,2/23/2010,987
5905,6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,6,white,David,1/19/2021,Argentina,14.98,84,12/2/2003,988
5918,6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.89333333,7,white,David,6/16/2022,Spain,59.61,24,1/6/2006,989
5921,7.4,0.16,0.33,1.2,0.042,47,121,0.99198,3.04,0.68,10.5,7,white,David,1/23/2020,USA,42.92,3,10/19/2004,990
5926,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5,white,David,10/29/2022,Spain,13.33,8,11/18/2014,991
5929,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5,white,David,5/17/2022,Italy,68.35,6,5/12/2004,992
5931,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,white,David,2/2/2020,France,93.77,68,3/21/2012,993
5933,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,white,David,9/26/2021,France,74.5,28,9/8/2012,994
5934,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,white,David,8/25/2022,Spain,12.81,19,4/28/2005,995
5935,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,white,David,3/28/2022,Argentina,91.05,2,7/22/2004,996
5944,7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1,6,white,David,4/30/2022,Argentina,65.89,37,12/14/2016,997
5948,7.2,0.34,0.28,10.4,0.108,43,187,0.99738,2.96,0.57,9.4,5,white,David,8/10/2021,USA,97.48,50,1/11/2004,998
5954,6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6,white,David,9/18/2021,Argentina,64.02,36,5/3/2012,999
5955,6.2,0.29,0.29,5.6,0.046,35,178,0.99313,3.25,0.51,10.53333333,5,white,David,5/7/2021,Argentina,98.48,22,4/16/2007,1000
5957,6.5,0.23,0.2,7.5,0.05,44,179,0.99504,3.18,0.48,9.533333333,5,white,David,9/19/2021,France,54.23,83,12/28/2000,1001
5962,7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5,white,David,6/11/2022,Spain,40.68,69,6/2/2015,1002
5963,6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.93333333,6,white,David,1/24/2022,Argentina,75.9,92,1/8/2015,1003
5966,7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5,white,David,11/4/2022,France,79.58,47,10/30/2004,1004
5967,6.5,0.3,0.28,11.45,0.041,29,109,0.99418,2.98,0.3,10.9,6,white,David,12/19/2021,USA,55.84,77,10/14/2001,1005
5985,6,0.27,0.31,5,0.043,54,170,0.9924,3.28,0.52,11,6,white,David,4/15/2022,USA,16.87,57,9/11/2018,1006
5986,7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,6,white,David,7/24/2022,Italy,32.59,85,12/5/2000,1007
6003,5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5,white,David,7/27/2020,Australia,99.21,4,7/23/2016,1008
6006,6.3,0.19,0.32,2.8,0.046,18,80,0.99043,2.92,0.47,11.05,6,white,David,6/23/2021,Italy,22.65,48,5/1/2005,1009
6013,7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7,white,David,8/23/2020,USA,41.36,66,10/12/2003,1010
6019,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,white,David,7/17/2021,Spain,73.03,60,1/22/2015,1011
6031,6.7,0.24,0.26,5.4,0.03,15,94,0.99045,3.15,0.38,12.7,6,white,David,2/1/2021,Spain,99.05,7,2/18/2018,1012
6032,6.9,0.56,0.26,10.9,0.06,55,193,0.9969,3.21,0.44,9.4,5,white,David,11/3/2022,France,43.09,12,3/14/2003,1013
6038,7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,5,white,David,4/11/2020,Argentina,63.29,33,11/14/2018,1014
6045,4.4,0.46,0.1,2.8,0.024,31,111,0.98816,3.48,0.34,13.1,6,white,David,8/10/2020,Australia,35.26,51,11/1/2003,1015
6048,6.4,0.28,0.22,12.8,0.039,51,150,0.99535,3.23,0.43,10.7,6,white,David,5/21/2022,Argentina,24.78,8,12/7/2006,1016
6051,6.3,0.39,0.22,2.8,0.048,53,173,0.99304,3.24,0.45,9.8,5,white,David,9/3/2022,Italy,47.81,16,12/5/2012,1017
6053,6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,6,white,David,10/15/2020,France,78.66,23,6/29/2009,1018
6058,5.9,0.22,0.18,6.4,0.041,28,120,0.99403,3.27,0.5,9.9,5,white,David,12/27/2022,France,78.36,59,10/15/2017,1019
6070,6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,6,white,David,7/22/2022,Spain,47.01,14,11/17/2003,1020
6075,6,0.2,0.38,1.3,0.034,37,104,0.98865,3.11,0.52,12.7,6,white,David,10/28/2022,USA,72.23,51,7/26/2008,1021
6080,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5,white,David,5/31/2020,Australia,22.11,98,10/1/2012,1022
6083,5.8,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,5,white,David,10/19/2021,Italy,76.61,23,1/26/2018,1023
6089,5.8,0.3,0.33,3.5,0.033,25,116,0.99057,3.2,0.44,11.7,6,white,David,8/2/2022,Spain,60.83,86,4/28/2012,1024
6094,6.8,0.23,0.39,16.1,0.053,71,194,0.9988,3.18,0.64,10.2,6,white,David,5/17/2020,France,49.26,87,12/21/2013,1025
6095,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6,white,David,2/23/2021,Argentina,98.86,100,4/11/2003,1026
6100,6.6,0.54,0.21,16.3,0.055,41,182,0.9986,3.35,0.54,10.4,6,white,David,9/11/2022,France,30.5,72,6/22/2011,1027
6130,7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,6,white,David,11/28/2021,Italy,83.2,22,7/15/2002,1028
6133,6.4,0.24,0.27,1.5,0.04,35,105,0.98914,3.13,0.3,12.4,6,white,David,3/7/2022,Argentina,77.18,96,10/30/2017,1029
6138,8.3,0.14,0.36,8.8,0.026,13,60,0.9956,3.13,0.35,11.05,5,white,David,11/21/2020,Spain,62.08,78,4/14/2014,1030
6140,6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,6,white,David,5/12/2021,Italy,54.94,94,12/26/2006,1031
6147,6.4,0.46,0.22,14.7,0.047,51,183,0.998275,3.39,0.6,10.5,5,white,David,11/20/2022,Argentina,94.64,95,12/15/2008,1032
6152,5.7,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6,white,David,12/12/2021,Australia,68.34,28,12/20/2000,1033
6157,5.9,0.21,0.23,7.9,0.033,22,130,0.9944,3.38,0.59,10.9,6,white,David,9/3/2021,France,56.81,34,5/25/2003,1034
6161,5.6,0.18,0.3,10.2,0.028,28,131,0.9954,3.49,0.42,10.8,7,white,David,3/15/2022,USA,57.81,72,1/27/2001,1035
6177,4.8,0.13,0.32,1.2,0.042,40,98,0.9898,3.42,0.64,11.8,7,white,David,11/11/2022,Italy,79.87,67,12/5/2015,1036
6182,6.4,0.23,0.37,7.9,0.05,60,150,0.99488,2.86,0.49,9.3,6,white,David,10/29/2022,France,65.9,37,4/29/2006,1037
6188,5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6,white,David,2/7/2020,France,90.01,63,3/21/2013,1038
6196,6.7,0.66,0,13,0.033,32,75,0.99551,3.15,0.5,10.7,6,white,David,8/27/2022,Australia,72.62,61,3/21/2009,1039
6205,6.9,0.29,0.32,5.8,0.04,16,112,0.993,3.04,0.58,11.2,5,white,David,4/10/2021,France,28.87,29,4/3/2011,1040
6208,6,0.615,0.04,0.8,0.032,8,50,0.99036,3.14,0.4,11,4,white,David,10/18/2021,Spain,33.03,3,1/4/2012,1041
6212,5.8,0.27,0.2,7.3,0.04,42,145,0.99442,3.15,0.48,9.8,5,white,David,2/26/2022,Spain,68.9,36,6/24/2013,1042
6217,6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.3,7,white,David,8/16/2022,France,38.91,19,4/12/2003,1043
6218,6.4,0.62,0.12,4.7,0.06,33,196,0.99556,3.22,0.48,8.9,5,white,David,1/20/2022,France,74.98,96,4/20/2000,1044
6243,6.8,0.29,0.22,3.4,0.035,40,122,0.99024,3.09,0.47,12.3,6,white,David,10/28/2022,Italy,96.09,37,12/9/2006,1045
6246,5.8,0.26,0.29,1,0.042,35,101,0.99044,3.36,0.48,11.4,7,white,David,10/24/2022,USA,22.31,28,9/26/2008,1046
6249,5.6,0.695,0.06,6.8,0.042,9,84,0.99432,3.44,0.44,10.2,5,white,David,9/24/2022,France,32.23,100,11/29/2018,1047
6272,6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,7,white,David,4/7/2022,France,35.65,4,11/19/2006,1048
6273,5.8,0.35,0.29,3.2,0.034,41,151,0.9912,3.35,0.58,11.63333333,7,white,David,7/31/2022,Argentina,83.51,89,12/4/2001,1049
6278,4.7,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.5,5,white,David,8/23/2022,Italy,45.3,51,5/5/2000,1050
6281,6.8,0.32,0.33,0.7,0.027,15,66,0.9899,3.11,0.31,11.8,6,white,David,1/30/2021,USA,71.05,38,7/28/2003,1051
6287,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6,white,David,5/26/2022,Spain,79.27,64,1/13/2001,1052
6292,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6,white,David,10/1/2022,Argentina,42.22,78,3/7/2017,1053
